Unnamed--0,app_name,number_of_reviews,review_score,answer
621,King Oddball,546,1,Puzzle
622,7D Game Â‹Â¬?VR for VIVEÂ‹Â¬?,1530,1,Virtual Reality
623,Kokurase,1117,1,Puzzle
624,A Magical High School Girl,1728,1,RPG
625,Sid Meier's Civilization V,4920,0.999309789,Strategy
626,Half-Life 2,3688,0.999074503,Shooter
627,METAL GEAR RISING: REVENGEANCE,30,0.998327759,Action
628,South ParkÃ¢â€žÂ¢: The Stick of TruthÃ¢â€žÂ¢,448,0.997700489,RPG
629,HuniePop,85,0.995761215,Puzzle
630,Ori and the Blind Forest,51,0.99513382,Platformer
631,Broforce,759,0.994535519,Action
632,Aseprite,15,0.992424242,Art
633,The Talos Principle,22,0.9921875,Puzzle
634,TY the Tasmanian Tiger,16,0.991640543,Platformer
635,Stephen's Sausage Roll,4349,0.986928105,Puzzle
636,Tadpole Treble,524,0.985294118,Rhythm
637,Tilt Brush,115,0.984536082,Art
638,Master of Orion 2,136,0.984375,Strategy
639,CLANNAD,22,0.983122363,Visual Novel
640,Unturned,13,0.983044316,Survival
641,Rec Room,15,0.98156682,Virtual Reality
642,The Desolate Hope,6,0.981481481,RPG
643,SteamWorld Heist,13,0.980295567,Strategy
644,Life is StrangeÂƒ?Â›,49,0.979371777,Adventure
645,CrossCode,92,0.97875166,RPG
646,Factorio,116,0.977853899,Simulation
647,Slayaway Camp,18,0.977142857,Horror
648,Aveyond 4: Shadow of the Mist,32,0.976744186,RPG
649,Deathsmiles,25,0.975609756,Shooter
650,Portal 2,20,0.975542082,Puzzle
651,Waltz of the Wizard,31,0.975308642,Fantasy
652,The Stanley Parable,20,0.974358974,Adventure
653,Princess Remedy In A Heap of Trouble,9,0.973333333,Adventure
654,fault - milestone two side: above,92,0.973333333,Visual Novel
655,Day of the Tentacle Remastered,9,0.972640219,Adventure
656,Cosmic Sugar VR,31,0.971830986,Simulation
657,Kick Ass Commandos,167,0.971631206,Action
658,One Finger Death Punch,26,0.971565206,Action
659,Rogue System,176,0.971428571,Simulation
660,Evo Explores,250,0.971428571,Puzzle
661,Freddi Fish 2: The Case of the Haunted Schoolhouse,3,0.970588235,Adventure
662,Hyper Bounce Blast,14,0.970149254,Arcade
663,Shadow Tactics: Blades of the Shogun,2,0.9697733,Stealth
664,Primordia,4,0.968992248,Adventure
665,The Counting Kingdom,1468,0.96875,Educational
666,Higurashi When They Cry Hou - Ch.2 Watanagashi,15,0.968253968,Mystery
667,Immortal Defense,13,0.968253968,Tower Defense
668,Sword of the Samurai,196,0.967741935,Action
669,XenoRaptor,1090,0.967213115,Shooter
670,Dungeon Warfare,10,0.967213115,Strategy
671,Bejeweled 2 Deluxe,2,0.967213115,Puzzle
672,VA-11 Hall-A: Cyberpunk Bartender Action,42,0.966898025,Cyberpunk
673,Automation - The Car Company Tycoon Game,3,0.966666667,Simulation
674,Militia,20,0.966666667,Strategy
675,Danganronpa 2: Goodbye Despair,20,0.965957447,Mystery
675,Danganronpa 2: Goodbye Despair,20,0.965957447,Mystery
676,Impossible Creatures,1079,0.965616046,Strategy
677,Hidden in Plain Sight,21,0.965517241,Puzzle
677,Hidden in Plain Sight,21,0.965517241,Puzzle
678,Nelly Cootalot: The Fowl Fleet,154,0.965517241,Adventure
679,Bullet Heaven 2,14,0.965517241,Shooter
680,Airships: Conquer the Skies,1106,0.96474359,Strategy
681,Flowers -Le volume sur printemps-,2051,0.963636364,Visual novel
682,Portal,737,0.963174369,Puzzle
683,Supercharged Robot VULKAISER,133,0.962962963,Shooter
684,The FOO Show,2988,0.962962963,Simulation
685,Pajama Sam in No Need to Hide When It's Dark Outside,66,0.962466488,Adventure
686,The Sea Will Claim Everything,34,0.962264151,Adventure
687,POLYGOD,45,0.962264151,Shooter
688,Highway Blossoms,28,0.961904762,Adventure
689,Ace of Seafood,65,0.961538462,Action
690,Epic Battle Fantasy 4,112,0.96131528,RPG
691,Iron Snout,24,0.961314093,Action
692,Super Mutant Alien Assault,104,0.960784314,Action
693,Chicken Invaders 4,172,0.960784314,Arcade
694,Escape Goat,32,0.960674157,Puzzle
695,LiEat,60,0.960451977,RPG
696,Abode,245,0.96,Puzzle
697,Recursion Deluxe,31,0.96,Puzzle
698,Defender's Quest: Valley of the Forgotten,12,0.959309494,RPG
699,The Silver Case,10,0.959183673,Mystery
700,Blackwell Epiphany,79,0.958762887,Adventure
701,Rusty Lake Hotel,48,0.958333333,Mystery
702,Grand Theft Auto 2,264,0.958333333,Action
702,Grand Theft Auto 2,264,0.958333333,Action
703,Rabi-Ribi,107,0.958100559,Metroidvania
704,BattleBlock Theater,72,0.958019023,Platformer
705,Unreal Tournament 2004,14,0.957716702,Shooter
706,Champions of Breakfast,174,0.957446809,Action
707,The Binding of Isaac: Rebirth,32,0.957264224,Roguelike
708,Princess Remedy in a World of Hurt,75,0.957249071,Adventure
709,Danganronpa: Trigger Happy Havoc,43,0.957059206,Mystery
710,Google Earth VR,13,0.957055215,Simulation
711,Climbey,26,0.956989247,Platformer
712,UnReal World,434,0.956989247,Survival
713,Starward Rogue,53,0.956834532,Roguelike
714,The Witcher 2: Assassins of Kings Enhanced Edition,41,0.956621755,RPG
715,Anyland,5,0.956521739,Simulation
716,Voidspire Tactics,8,0.956521739,Strategy
717,The Room Two,86,0.956448911,Puzzle
718,Murder Miners,426,0.956221198,Shooter
719,Caves of Qud,23,0.956097561,Roguelike
720,Neon Chrome,87,0.955555556,Sci-fi
721,UTOPIA 9 - A Volatile Vacation,5,0.955555556,Action
722,RimWorld,9,0.955529549,Simulation
722,RimWorld,9,0.955529549,Simulation
723,TIS-100,3,0.95508982,Puzzle
724,The Legend of Heroes: Trails in the Sky SC,17,0.95463138,RPG
725,Unium,37,0.954545455,Puzzle
726,N++,62,0.954268293,Platformer
727,Bastion,9450,0.954022989,Action
728,Downwell,1267,0.953713671,Platformer
729,Nightmares from the Deep 2: The Siren`s Call,8,0.953216374,Adventure
730,Rusty Lake: Roots,21,0.953125,Puzzle
731,Crypt of the NecroDancer,30,0.952698837,Rhythm
732,Rivalry,1482,0.952380952,Sports
732,Rivalry,1482,0.952380952,Sports
733,Front Office Football Eight,49,0.952380952,Sports
734,Mark of the Ninja,147,0.952263851,Stealth
735,Defense Grid: The Awakening,86,0.95221843,Strategy
736,Crawl,216,0.952210275,Action
737,NEKOPARA Vol. 2,6,0.952184666,Visual Novel
738,A Study in Steampunk: Choice by Gaslight,7,0.951807229,Adventure
739,Bombernauts,9,0.951807229,Action
740,Kindred Spirits on the Roof,13,0.951612903,Visual Novel
741,Gunpoint,261,0.951226678,Stealth
742,Strawberry Vinegar,18,0.951219512,Visual Novel
743,The Journey Down: Chapter Two,10,0.950920245,Adventure
744,Kerbal Space Program,32,0.950421941,Simulation
745,ALLTYNEX Second,120,0.95,Shoot'em-up
746,Rock God Tycoon,13,0.95,Simulation
747,Supreme Commander: Forged Alliance,199,0.949685535,Strategy
748,Hustle Cat,43,0.949526814,Visual Novel
749,planetarian ~the reverie of a little planet~,72,0.948717949,Visual Novel
750,Guns of Infinity,18,0.948717949,Action
751,Galacide,19,0.948717949,Shooter
752,Mooch,68,0.948717949,Simulation
752,Mooch,68,0.948717949,Simulation
753,The Wolf Among Us,9,0.948533586,Adventure
754,The Swapper,821,0.94848386,Puzzle
755,Hotline Miami,83,0.948331999,Action
756,VR The Diner Duo,483,0.948275862,Simulation
757,klocki,70,0.948275862,Puzzle
758,Choice of Robots,64,0.948160535,Simulation
759,Indiana Jones and the Fate of Atlantis,1502,0.948051948,Adventure
760,Senza Peso,1868,0.948051948,Fantasy
761,Blood and Bacon,35,0.947963206,Action
762,Mushihimesama,116,0.947882736,Shooter
763,Tetrobot and Co.,30,0.947712418,Puzzle
764,Mount & Blade: Warband,124,0.947485738,RPG
765,Home Sheep Home: Farmageddon Party Edition,130,0.947368421,Puzzle
766,Monsters Ate My Birthday Cake,17,0.947368421,Puzzle
767,Doom & Destiny,6739,0.946830266,RPG
768,Gary Grigsby's War in the East,77,0.945945946,Strategy
769,The Little Acre,48,0.945945946,Adventure
770,Turbo Pug,87,0.945945946,Platformer
771,Shift Happens,18,0.945945946,Puzzle
772,The Land of Eyas,1648,0.945945946,Platformer
773,Lovers in a Dangerous Spacetime,15,0.945553539,Action
774,Wallpaper Engine,170,0.945263158,Simulation
775,Eternal Senia,40,0.945229682,RPG
776,Lowglow,3,0.944954128,Puzzle
777,Tin Star,26,0.944751381,Western
777,Tin Star,26,0.944751381,Western
778,IS Defense,2,0.944584383,Shooter
779,Matris,3,0.944444444,Puzzle
780,Putt-Putt Enters the Race,31,0.944444444,Racing
781,Space Pirate Trainer,202,0.944233207,Action
782,Contradiction - the all-video murder mystery adventure,189,0.944214876,Mystery
783,SEUM: Speedrunners from Hell,43,0.943925234,Action
784,Door Kickers,1028,0.943925234,Strategy
785,Mad Father,18,0.943502825,Horror
786,Botanicula,19,0.943396226,Adventure
787,Unreal Tournament: Game of the Year Edition,25,0.943293348,Shooter
788,GTR 2 - FIA GT Racing Game,46,0.942857143,Racing
789,Mayan Death Robots,139,0.942857143,Strategy
790,Tennis in the Face,4,0.942857143,Sports
791,Orcs Must Die! 2,27,0.942446043,Action
792,Hook,75,0.942395149,Puzzle
793,Orcs Must Die!,17,0.942307692,Action
794,Super House of Dead Ninjas,237,0.941875826,Action
795,Terraria,30,0.941575895,Adventure
796,The Men of Yoshiwara: Ohgiya,8954,0.941176471,Romance
797,The Takeover,272,0.941176471,Fighting
798,Decisive Campaigns: Barbarossa,12,0.941176471,Strategy
799,AR-K: The Great Escape,95,0.941176471,Adventure
800,Safety First!,60,0.941176471,Puzzle
801,Super Hexagon,25,0.941075773,Arcade
802,Dishonored,19,0.941069324,Stealth
803,ShareX,1277,0.940828402,Screenshot
804,Grim Legends 2: Song of the Dark Swan,2099,0.940298507,Adventure
805,FTL: Faster Than Light,6,0.940160395,Strategy
806,Blackwell Deception,40,0.94011976,Adventure
807,The Bug Butcher,15,0.939759036,Arcade
808,Creeper World 3: Arc Eternal,459,0.939668175,Strategy
809,We Slay Monsters,28,0.939393939,RPG
810,Hidden Object Bundle 4 in 1,389,0.939393939,Puzzle
811,Hive Jump,20,0.939393939,Action
812,Eventide: Slavic Fable,149,0.939393939,Adventure
813,Handsome Mr. Frog,11,0.939393939,Puzzle
814,Helen's Mysterious Castle,38,0.939393939,RPG
815,Freddi Fish and the Case of the Missing Kelp Seeds,3,0.938650307,Adventure
816,Root Double -Before Crime * After Days- Xtend Edition,117,0.938461538,Visual Novel
817,The Secret of Monkey Island: Special Edition,13766,0.937859609,Adventure
818,Mini Metro,34,0.937795276,Simulation
819,Euro Truck Simulator 2,23,0.937784372,Simulation
820,Bullets And More VR - BAM VR,20,0.9375,Shooter
821,Marmoset Hexels 3,41,0.9375,Puzzle
822,Serious Sam Classic: The First Encounter,33,0.937304075,Shooter
823,Counter-Strike,661,0.937181252,Shooter
824,Infinifactory,7,0.936893204,Puzzle
825,Floating Point,3,0.936758893,Puzzle
826,The Witcher 3: Wild Hunt,46,0.936709258,RPG
827,LYNE,9,0.936520076,Puzzle
828,Turok,26,0.936324168,Action
829,Life Goes On,22,0.936170213,Puzzle
830,Umineko When They Cry - Question Arcs,10,0.936170213,Mystery
831,Kero Blaster,3,0.935897436,Platformer
832,Accounting,741,0.935751295,Simulation
833,Sid Meier's Civilization IV: Beyond the Sword,81,0.935672515,Strategy
834,Tom Clancy's Ghost Recon,28,0.935483871,Shooter
835,Dragon Age: Origins - Awakening,26,0.935483871,RPG
836,King Kaiju,11,0.935483871,Action
837,WayOut,14790,0.935483871,Puzzle
838,Zoombinis,9,0.934883721,Puzzle
839,WORLD END ECONOMiCA episode.02,428,0.934782609,Visual Novel
840,To the Moon,2298,0.934603755,Adventure
841,Ori and the Blind Forest: Definitive Edition,6895,0.934597156,Platformer
842,SHENZHEN I/O,868,0.934065934,Puzzle
842,SHENZHEN I/O,868,0.934065934,Puzzle
843,X-COM: UFO Defense,16948,0.93371059,Strategy
844,Don't Starve,7905,0.933445714,Survival
845,Cave Story+,492,0.933435115,Platformer
846,EARTH DEFENSE FORCE 4.1  The Shadow of New Despair,60,0.933429812,Action
847,Nancy Drew: Curse of Blackmoor Manor ,40,0.933333333,Mystery
848,Escape Goat 2,141,0.933333333,Puzzle
849,Rad Rodgers: World One,1062,0.933333333,Platformer
850,Shu,377,0.933333333,Platformer
851,Enigmatis 2: The Mists of Ravenwood,39,0.933333333,Mystery
851,Enigmatis 2: The Mists of Ravenwood,39,0.933333333,Mystery
852,Weird Park Trilogy,146,0.933333333,Puzzle
853,Khimera: Destroy All Monster Girls,25,0.933333333,Action
854,Nightmares from the Deep 3: Davy Jones,9,0.932773109,Adventure
854,Nightmares from the Deep 3: Davy Jones,9,0.932773109,Adventure
855,Half-Life,189,0.932541688,FPS
856,3030 Deathwar Redux - A Space Odyssey,1059,0.93220339,Sci-fi
857,Mute Crimson+,139,0.93220339,Action
858,Chuzzle Deluxe,22,0.93220339,Puzzle
859,Heretic: Shadow of the Serpent Riders,8,0.931818182,Action
860,Klang,5,0.931034483,Rhythm
861,Tachyon: The Fringe,146,0.931034483,Space
862,ACE Academy,92,0.931034483,Visual Novel
863,Black Mirror II,280,0.931034483,Horror
864,Gunman Clive 2,682,0.931034483,Action
865,My Night Job,54,0.931034483,Horror
866,Gravity Ghost,194,0.931034483,Puzzle
867,Super Cane Magic ZERO,15245,0.931034483,Action
868,The VR Museum of Fine Art,34,0.931034483,Art
869,Creepy Castle,10,0.931034483,Horror
870,Tumbleweed Express,33,0.931034483,Western
871,Nuclear Throne,391,0.930965147,Action
872,Crimzon Clover  WORLD IGNITION,15,0.930783242,Shoot'em-up
873,VVVVVV,4215,0.930620049,Platformer
874,STEINS;GATE,6214,0.930131004,Visual Novel
875,Mount Your Friends,2033,0.929772133,Simulation
876,Siralim 2,90,0.928853755,RPG
877,Geometry Dash,196,0.928750475,Platformer
878,Choice of Alexandria,123,0.928571429,Adventure
879,Gal-X-E,59,0.928571429,Space
880,Raining Blobs,7364,0.928571429,Puzzle
881,Transcripted,7,0.928571429,Puzzle
882,Abbot's Book Demo,499,0.928571429,Puzzle
883,LOST ORBIT,6,0.928571429,Action
884,TrackMania United Forever,254,0.927977839,Racing
885,Water Bears VR,288,0.927710843,Puzzle
886,Plants vs. Zombies: Game of the Year,13,0.92760181,Strategy
887,Freedom Planet,7,0.927398444,Platformer
888,The Expendabros,9,0.927024482,Action
889,Shantae and the Pirate's Curse,139,0.926782274,Platformer
890,Sanitarium,4284,0.926605505,Horror
891,Don't Starve Together,14,0.92652656,Survival
892,BlazBlue: Chronophantasma Extend,225,0.926267281,Fighting
893,Mervils: A VR Adventure,119,0.925925926,Adventure
894,Quern - Undying Thoughts,38,0.925925926,Puzzle
895,Redshift Blueshift,160,0.925925926,Sci-fi
895,Redshift Blueshift,160,0.925925926,Sci-fi
896,Ookibloks,14,0.925925926,Puzzle
897,Rock Boshers DX: Director's Cut,3530,0.925925926,Action
898,Saints Row: The Third,40,0.925526451,Action
899,Half-Life: Opposing Force,3,0.92541595,FPS
900,RIVE,552,0.925233645,Action
901,Streets of Fury EX,6,0.925233645,Fighting
902,Ys: The Oath in Felghana,1,0.925093633,Action
902,Ys: The Oath in Felghana,1,0.925093633,Action
903,Blender,26,0.924861878,Simulation
904,GoNNER,906,0.924242424,Platformer
905,Phantom Brave PC,346,0.924050633,RPG
906,Higurashi When They Cry Hou - Ch.1 Onikakushi,61,0.923322684,Horror
906,Higurashi When They Cry Hou - Ch.1 Onikakushi,61,0.923322684,Horror
907,Psychonauts,996,0.923281596,Adventure
908,Sabres of Infinity,29,0.923076923,Strategy
909,Ground Control Anthology,35,0.923076923,Strategy
910,Default Dan,162,0.923076923,Platformer
911,Gravity Error,267,0.923076923,Puzzle
912,Sydney's World,24,0.923076923,Adventure
913,Demons with Shotguns,32,0.923076923,Shooter
914,Children of Morta,400,0.923076923,Action
915,Hector: Ep 3,16,0.923076923,Adventure
916,Babel: Tower to the Gods,6,0.923076923,Puzzle
917,Tallowmere,91,0.923076923,Action
918,Waves 2: Notorious,15,0.923076923,Action
919,Ys Origin,10,0.922994652,Action
920,Killing Floor,11587,0.922877776,Horror
921,"Papers, Please",3,0.922797698,Simulation
922,Chicken Invaders 5,39,0.92248062,Arcade
922,Chicken Invaders 5,39,0.92248062,Arcade
923,Half-Life 2: Episode Two,241,0.922423186,Action
924,Geneforge 1,85,0.922222222,RPG
925,DoDonPachi Resurrection,121,0.922077922,Shoot'em-up
926,Hylics,13,0.921875,RPG
927,G-senjou no Maou - The Devil on G-String,62,0.921568627,Visual novel
928,Dead Rising,16,0.921331316,Action
929,Rubber Ducky and the Rainbow Gun,722,0.921052632,Action
930,Lucy -The Eternity She Wished For-,409,0.920863309,Visual Novel
931,Kingdom Rush,25,0.920674269,Strategy
932,AmnesiaÂƒ?Â›: Memories,93,0.920653442,Adventure
933,Outlast,86,0.920495162,Horror
934,Undertale,30,0.920374437,RPG
935,The Deed,49,0.92033543,Adventure
936,Oddworld: Abe's Exoddus,145,0.92022792,Platformer
937,LOOP: A Tranquil Puzzle Game,295,0.92,Puzzle
938,Glass Masquerade,55,0.92,Puzzle
939,Starship Rubicon,114,0.92,Sci-fi
940,LUMBERMANCER,49,0.92,Action
941,The Night Cafe,26,0.92,Simulation
942,Choice of Kung Fu,12,0.92,Martial-arts
943,Gurgamoth,14,0.92,Fighting
944,DeadCore,624,0.92,Action
945,MindTex 2,14,0.92,Puzzle
946,Beyond Reality,20,0.92,Fantasy
947,The Room,33,0.919663351,Puzzle
947,The Room,33,0.919663351,Puzzle
948,The Binding of Isaac,305,0.919419665,Roguelike
949,Besiege,37,0.919392423,Simulation
950,Quake III Arena,4,0.919191919,Shooter
951,Jamestown,32,0.919177076,Shooter
952,"Cook, Serve, Delicious!",1921,0.919112384,Simulation
953,Blackwell Convergence,26,0.918918919,Adventure
954,Ikaruga,9193,0.91875,Shoot'em-up
955,Mighty Switch Force! Hyper Drive Edition,4110,0.918699187,Puzzle
956,SOMA,853,0.918577982,Horror
957,Megadimension Neptunia VII,31140,0.918429003,RPG
958,Ubinota,3462,0.918367347,Puzzle
959,Pixel Galaxy,24,0.918367347,Arcade
960,Joint Operations: Combined Arms,291,0.918367347,Shooter
961,Echoes of Aetheria,396,0.918367347,RPG
962,Nameless ~The one thing you must recall~,392,0.918088737,Visual novel
963,Surge,69,0.918032787,Action
964,Thief 2,4,0.917926566,Stealth
965,Hexcells,175,0.917845118,Puzzle
966,Pajama Sam 2: Thunder And Lightning Aren't So Frightening,14,0.917808219,Adventure
966,Pajama Sam 2: Thunder And Lightning Aren't So Frightening,14,0.917808219,Adventure
967,Total Annihilation,3,0.917627677,Strategy
968,Antichamber,79,0.917593737,Puzzle
969,Rogue Trooper,27,0.917525773,Action
970,Learn Japanese To Survive - Hiragana Battle,20,0.917414722,Educational
971,GemCraft - Chasing Shadows,34,0.917171717,Tower Defense
972,20XX,27,0.916939891,Platformer
973,"Warhammer 40,000: Dawn of War - Dark Crusade",41,0.916824197,Strategy
974,Montaro,14,0.916740478,Arcade
975,Putt-Putt Saves The Zoo,90,0.916666667,Adventure
976,The Count Lucanor,25,0.916666667,Adventure
977,Quell Memento,10,0.916666667,Puzzle
978,Quarries of Scred,87,0.916666667,Puzzle
979,Penumbra: Black Plague,8,0.916666667,Horror
980,Delta Force: Black Hawk Down,18,0.916666667,Shooter
981,"House of 1,000 Doors - Family Secrets",13,0.916666667,Puzzle
982,Pankapu,14,0.916666667,Platformer
983,Mind Spheres,211,0.916666667,Puzzle
984,Buried: An Interactive Story,180,0.916666667,Interactive
985,Another Star,28,0.916666667,RPG
986,Security Hole,4432,0.916666667,Puzzle
987,Midvinter,158,0.916666667,RPG
988,SPY Fox in: Dry Cereal,58,0.916666667,Adventure
989,Collider,44,0.916666667,Puzzle
990,Avadon 3: The Warborn,1,0.916666667,RPG
991,Vagante,8,0.916666667,Roguelike
992,SENRAN KAGURA SHINOVI VERSUS,266,0.91611479,Action
993,Tales of Maj'Eyal,65,0.91611479,RPG
994,Quake,15,0.915966387,Shooter
995,Samorost 3,28,0.915915916,Adventure
996,Thumper,59,0.915904936,Rhythm
997,Batman: Arkham Asylum GOTY Edition,495,0.915881073,Action
998,Anarcute,68,0.915789474,Action
999,Assault Android Cactus,110,0.915678524,Action
999,Assault Android Cactus,110,0.915678524,Action
1000,The Consuming Shadow,21,0.915662651,Horror
1001,Mass Effect 2 (2010),1049,0.915250928,RPG
1002,Secrets of Grindea,205,0.91503268,RPG
1003,Copy Kitty,8536,0.914893617,Action
1004,House of 1000 Doors: The Palm of Zoroaster Collector's Edition,100,0.914893617,Puzzle
1004,House of 1000 Doors: The Palm of Zoroaster Collector's Edition,100,0.914893617,Puzzle
1005,Polynomial 2,148,0.914893617,Puzzle
1006,Horizon Shift,167,0.914893617,Arcade
1007,Roche Fusion,291,0.914893617,Shooter
1008,Pony Island,455,0.914828431,Puzzle
1009,Black Ice,2237,0.914691943,Shooter
1010,Half-Life: A Place in the West,9,0.914438503,Action
1011,Devil Daggers,584,0.914427861,Action
1012,Season of 12 Colors,8,0.914285714,Fantasy
1013,Outcast 1.1,23,0.914110429,Action
1014,Vanishing Realms,16,0.914044513,Adventure
1015,Arcana Heart 3 LOVE MAX!!!!!,8,0.913978495,Fighting
1016,Ghost of a Tale,974,0.913669065,Adventure
1017,Bejeweled 3,157,0.913654618,Puzzle
1018,Epistory - Typing Chronicles,25,0.91321499,Adventure
1019,"Hot Dogs, Horseshoes & Hand Grenades",10,0.913200723,Simulation
1020,KNIGHTS,114,0.913043478,Action
1021,Metamorphabet,8,0.913043478,Educational
1022,Straima,28,0.913043478,Action
1023,Megatect,9,0.913043478,Strategy
1024,War of the Human Tanks - ALTeR,828,0.913043478,Strategy
1025,Path to the Sky,434,0.913043478,Adventure
1026,Wait - Extended,408,0.913043478,Puzzle
1027,Toonstruck,1002,0.913043478,Adventure
1028,Mimpi Dreams,8,0.913043478,Adventure
1029,Space Pilgrim Episode IV: Sol,21,0.913043478,Adventure
1030,Witch's Pranks: Frog's Fortune Collector's Edition,1810,0.913043478,Puzzle
1031,Castle Crashers,26,0.913020098,Action
1032,Zenge,667,0.912751678,Puzzle
1033,Command and Conquer 3: Kane's Wrath,24,0.912698413,Strategy
1034,Fallout: New Vegas,30,0.912689986,RPG
1035,Overload Playable Teaser,39,0.912280702,Action
1036,Axiom Verge,112,0.912280702,Metroidvania
1037,LISA,421,0.912094226,RPG
1038,RFLEX,114,0.912087912,Arcade
1039,Evil Genius,44,0.911877395,Strategy
1040,Quest for Glory Collection,12,0.911764706,Adventure
1041,A Good Snowman Is Hard To Build,48,0.911764706,Puzzle
1042,Lethal League,4588,0.911639762,Sports
1043,Destinations,144,0.911504425,Adventure
1044,Pierhead Arcade,266,0.911504425,Arcade
1045,Controller Companion,3,0.911479945,Utility
1046,Sid Meier's Pirates!,2894,0.911428571,Adventure
1047,Noitu Love 2 Devolution,8,0.911111111,Action
1048,KAMUI,394,0.911111111,Shoot'em-up
1049,Refunct,468,0.911111111,Platformer
1050,Kelvin and the Infamous Machine,13,0.911111111,Adventure
1051,Lumini,165,0.911111111,Adventure
1052,Quanero,36,0.910828025,Adventure
1053,Trine,79,0.910801394,Platformer
